objectCount,operationTimeMs,heapUsedMB,heapMaxMB
138,2.863,63,4026
137,13.459,63,4026
136,13.426,64,4026
135,14.477,64,4026
134,14.590,64,4026
133,3.568,64,4026
132,2.541,64,4026
131,2.321,64,4026
130,2.182,64,4026
129,13.297,64,4026
128,2.943,65,4026
127,2.491,65,4026
126,2.790,65,4026
125,2.121,65,4026
124,2.638,65,4026
123,2.260,65,4026
122,14.127,65,4026
121,3.969,65,4026
120,3.903,66,4026
119,13.582,66,4026
118,3.142,66,4026
117,2.868,66,4026
116,4.261,66,4026
115,14.410,66,4026
114,16.116,66,4026
113,5.284,66,4026
112,4.562,67,4026
111,3.984,67,4026
110,14.746,67,4026
109,4.757,67,4026
108,4.532,67,4026
107,3.981,67,4026
106,14.582,67,4026
105,3.501,68,4026
104,3.711,68,4026
103,3.822,68,4026
102,4.012,68,4026
101,3.381,68,4026
100,3.061,68,4026
99,3.580,68,4026
98,3.527,68,4026
97,15.409,69,4026
96,5.891,69,4026
95,6.569,69,4026
94,4.115,69,4026
93,14.646,69,4026
92,4.410,69,4026
91,3.647,69,4026
90,2.814,70,4026
89,2.833,70,4026
88,13.853,70,4026
87,3.301,70,4026
86,2.144,70,4026
85,3.009,70,4026
84,2.844,70,4026
83,2.220,70,4026
82,2.570,71,4026
81,2.464,71,4026
80,2.496,71,4026
79,4.599,71,4026
78,3.921,71,4026
77,2.785,71,4026
76,12.551,71,4026
75,12.512,71,4026
74,13.316,72,4026
73,3.056,72,4026
72,3.251,72,4026
71,13.945,72,4026
70,3.101,72,4026
69,2.734,72,4026
68,2.140,72,4026
67,13.711,72,4026
66,3.160,73,4026
65,2.396,73,4026
64,2.067,73,4026
63,2.679,73,4026
62,2.455,73,4026
61,2.133,73,4026
60,12.391,73,4026
59,3.079,74,4026
58,13.417,74,4026
57,14.772,74,4026
56,4.872,74,4026
55,13.059,74,4026
54,3.669,74,4026
53,17.097,74,4026
52,4.357,74,4026
51,4.045,75,4026
50,4.636,75,4026
49,6.419,75,4026
48,15.388,75,4026
47,7.039,75,4026
46,4.342,75,4026
45,4.660,75,4026
44,3.631,76,4026
43,14.101,76,4026
42,3.545,76,4026
41,14.205,76,4026
40,15.242,76,4026
39,4.466,76,4026
38,3.544,76,4026
37,2.856,76,4026
36,3.342,77,4026
35,15.473,77,4026
34,4.187,77,4026
33,3.403,77,4026
32,3.017,77,4026
